Id,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,LotFrontage,LotArea,MasVnrArea,CentralAir,Heating,Electrical,Foundation,Exterior1st,Exterior2nd,RoofStyle,SaleCondition,MoSold,YrSold,SalePrice
3240,Delta,Duplex,5.0,6.0,1969,1981,1142.3393720210493,1066.1624273315958,3.0,1.0,2.0,0.0,6.0,2.0,2.0,194.59492492557126,55.94731665796011,7954.373563343517,0.0,Y,Radiant,SBrkr,BrkTil,Wood,Wood,Asphalt,Partial,4.0,2023.0,197993.53395902648
3241,NewWest,Detached,5.0,7.0,1961,2021,1471.071178305954,1156.1949633637923,2.0,1.0,3.0,1.0,4.0,2.0,1.0,858.4082207097399,20.0,9543.640617149878,0.0,Y,Gas,SBrkr,Slab,Vinyl,Vinyl,Cedar,Partial,1.0,2022.0,190940.98977772924
3242,NorthVan,BasementSuite,5.0,6.0,1954,2004,1191.684673793256,2071.426871124871,2.0,1.0,4.0,1.0,8.0,1.0,3.0,567.9550997003581,129.47058716674167,11959.038470945923,112.73526063349883,N,Gas,SBrkr,PConc,Brick,Brick,Asphalt,Abnorml,2.0,2021.0,177259.36472628982
3243,Langley,Townhouse,7.0,6.0,1998,2044,996.2760021043355,1539.0330491552145,2.0,1.0,3.0,1.0,4.0,1.0,1.0,583.7394488255,46.161018270555694,14931.708574683158,0.0,N,HeatPump,FuseF,Slab,Brick,Brick,Metal,Abnorml,7.0,2019.0,136031.06477954623
3244,Langley,Detached,6.0,6.0,2010,2010,1006.7767136410645,1630.5431877146034,2.0,1.0,3.0,1.0,5.0,1.0,4.0,546.7802437374305,59.3540742982955,7914.105606264551,160.702720356895,Y,Radiant,FuseA,Stone,Wood,Wood,Asphalt,Normal,9.0,2020.0,48403.45266470639
3245,Richmond,Duplex,4.0,7.0,2027,1978,1120.2077526772139,1928.5148052719014,3.0,1.0,4.0,1.0,2.0,1.0,,826.6032618836734,48.997678828165334,4844.559466346612,153.23185150090688,N,HeatPump,FuseF,PConc,Vinyl,Vinyl,Cedar,AdjLand,3.0,2022.0,310509.87815555115
3246,Coquitlam,BasementSuite,5.0,5.0,1939,1984,758.7473958189188,2034.41061982174,1.0,1.0,4.0,2.0,6.0,2.0,0.0,642.2566491407163,93.67818176788934,11243.985847559738,137.31487399034054,Y,HeatPump,SBrkr,Slab,Vinyl,Vinyl,Cedar,Abnorml,10.0,2020.0,99566.57258591577
3247,Langley,Detached,7.0,6.0,2009,2007,1122.7508954465713,1409.4608818263264,4.0,1.0,2.0,2.0,7.0,0.0,1.0,506.69174157707,36.31513471449318,7606.088011106111,175.96123423899263,Y,Radiant,FuseP,CBlock,Brick,Brick,Asphalt,Abnorml,1.0,2023.0,251691.37154159276
3248,NewWest,Duplex,7.0,4.0,1975,2026,1289.5998123658771,668.0461598296185,1.0,2.0,3.0,2.0,7.0,0.0,0.0,538.096938658258,72.61305974707408,10487.745249883412,160.60574907197383,Y,Electric,SBrkr,Stone,Brick,Brick,Metal,Normal,1.0,2022.0,149827.0613434086
3249,Coquitlam,Condo,7.0,7.0,1981,1972,1080.6306336387663,1352.086387295008,1.0,1.0,5.0,1.0,7.0,3.0,2.0,195.4715071707966,60.08209429217777,11388.153606896598,9.842104584640737,Y,Gas,FuseP,Slab,Vinyl,Vinyl,TorchOn,AdjLand,7.0,2022.0,162923.16534461902
3250,Surrey,Detached,7.0,4.0,2006,1996,901.5534857233188,1809.211581661217,3.0,0.0,3.0,1.0,4.0,1.0,2.0,753.8912866652175,110.89175547072938,7492.812849947081,0.0,N,Electric,Mix,Slab,Vinyl,Vinyl,TorchOn,Partial,5.0,2021.0,117912.68016525634
3251,NewWest,Detached,8.0,3.0,1968,1941,949.5137680595263,717.4785016096581,2.0,1.0,4.0,1.0,9.0,3.0,3.0,384.19466861366226,30.86812266764163,13940.315176797838,117.7665649134699,Y,Electric,FuseP,PConc,Wood,Wood,Asphalt,Normal,8.0,2019.0,184314.7549582018
3252,Coquitlam,BasementSuite,6.0,5.0,1964,1982,1278.259094108454,1253.360851653518,3.0,1.0,2.0,0.0,7.0,2.0,0.0,526.6853985724189,,6887.097067426355,53.59066138383836,Y,Radiant,FuseP,Stone,Stucco,Stucco,Asphalt,Normal,7.0,2021.0,222816.11320508228
3253,Downtown,BasementSuite,5.0,3.0,1949,2033,664.9383283957201,1295.558544963747,4.0,1.0,2.0,1.0,5.0,2.0,1.0,1060.8664714125969,65.76684442006484,9424.25978481999,153.6306037091042,Y,Radiant,FuseA,Stone,Stucco,Stucco,Metal,Abnorml,1.0,2019.0,143026.77121878497
3254,Richmond,Duplex,5.0,4.0,1935,2027,764.2399996537982,1618.3462902882575,2.0,1.0,3.0,2.0,7.0,0.0,4.0,57.61779532181333,,9938.666778586434,0.0,Y,Radiant,Mix,Stone,Vinyl,Vinyl,TorchOn,Partial,10.0,2024.0,250444.56338751724
3255,Downtown,Townhouse,6.0,6.0,1951,2008,487.58464517673485,1180.6292738252662,2.0,2.0,3.0,1.0,8.0,1.0,2.0,676.0142560316715,,13562.525443605346,63.60739223477331,Y,Radiant,FuseP,PConc,Brick,Brick,Cedar,Abnorml,7.0,2022.0,124016.10314072258
3256,Downtown,Detached,2.0,5.0,1975,2034,,1522.221103759554,1.0,1.0,3.0,2.0,,0.0,3.0,497.95944702228854,,6726.1890232281985,0.0,Y,Gas,Mix,CBlock,Vinyl,Vinyl,Cedar,Partial,6.0,2020.0,208706.44317840377
3257,NorthVan,Duplex,6.0,6.0,1968,1983,1351.660686509428,925.7619226062137,1.0,0.0,4.0,1.0,6.0,1.0,3.0,220.455297323239,39.25989059076826,11459.934114139965,226.2495860953423,Y,Radiant,SBrkr,CBlock,Brick,Brick,Metal,Partial,11.0,2021.0,122963.50107507652
3258,Richmond,BasementSuite,6.0,6.0,1958,1988,1516.018639260133,1738.7444199042516,0.0,1.0,3.0,1.0,8.0,0.0,2.0,431.3948070986492,85.26680983783594,7290.5706026142225,249.367383819376,Y,Gas,FuseF,BrkTil,Brick,Brick,Metal,AdjLand,4.0,2019.0,163602.23492568257
3259,Burnaby,Townhouse,4.0,6.0,1959,1983,1592.0330451181526,1713.2477312690462,1.0,1.0,2.0,1.0,4.0,1.0,3.0,368.78398720549745,57.531507374005315,10026.985714007777,64.75974813217894,N,Radiant,FuseP,Slab,Wood,Wood,Asphalt,AdjLand,9.0,2023.0,120589.9641642601
3260,Downtown,Condo,5.0,4.0,2001,2006,808.3340502330736,3181.374801289895,2.0,1.0,3.0,0.0,9.0,0.0,3.0,356.82010826444105,,5241.710260029012,106.26772203908416,N,Gas,FuseA,BrkTil,Brick,Brick,Cedar,Abnorml,5.0,2024.0,158857.70922351454
3261,Langley,Detached,7.0,6.0,1975,2062,1137.5108379290775,996.5901638528169,1.0,1.0,4.0,0.0,6.0,0.0,3.0,578.1633106086404,20.0,10130.90220034621,0.0,Y,HeatPump,FuseP,PConc,Wood,Wood,Cedar,Normal,4.0,2021.0,131592.12960747987
3262,Delta,Townhouse,6.0,5.0,1940,1999,909.1906805855874,1293.0790514791263,2.0,2.0,5.0,1.0,4.0,0.0,0.0,397.1609990335596,66.80029915523073,10921.153478623572,215.3128333263442,Y,Gas,FuseA,BrkTil,Stucco,Stucco,Cedar,Normal,4.0,2022.0,119516.9886960965
3263,Burnaby,BasementSuite,6.0,5.0,1971,1961,1626.675383278792,2155.691306528723,2.0,1.0,1.0,2.0,5.0,1.0,,516.0376640439919,59.197431738603626,6889.386468045239,165.18196633458672,Y,Radiant,FuseP,PConc,Brick,Brick,Metal,Abnorml,8.0,2020.0,216062.3300030914
3264,Coquitlam,Townhouse,6.0,5.0,1988,1962,1506.2062050370319,701.4863366848668,3.0,1.0,4.0,0.0,4.0,1.0,1.0,520.5769485898381,43.742004613294014,6498.914345731922,250.95517279928146,Y,Gas,FuseA,CBlock,Vinyl,Vinyl,Cedar,Normal,9.0,2022.0,218904.43504722233
3265,NewWest,Duplex,6.0,7.0,1998,1968,1108.8250036420413,2873.995070260245,1.0,1.0,4.0,1.0,4.0,0.0,2.0,268.88147642211254,61.09028375593718,13221.685887505873,16.321083421262514,Y,Gas,FuseP,CBlock,Stucco,Stucco,Cedar,Normal,10.0,2019.0,168847.26467931
3266,Coquitlam,Townhouse,8.0,3.0,1986,1969,833.2254888260599,1251.863722919479,3.0,1.0,2.0,1.0,4.0,0.0,2.0,428.27864108989854,43.32466573817695,9282.318123050783,0.0,Y,Electric,FuseF,BrkTil,Stucco,Stucco,Metal,Partial,1.0,2022.0,193021.62464585804
3267,Surrey,BasementSuite,6.0,4.0,1995,1967,0.0,733.7852588032265,3.0,1.0,3.0,1.0,4.0,1.0,2.0,482.2192434324937,,9342.452471978053,250.8281937336852,Y,Electric,SBrkr,BrkTil,Vinyl,Vinyl,Metal,Partial,6.0,2023.0,168372.3840465669
3268,Langley,BasementSuite,4.0,6.0,1985,1995,548.2400638691868,1716.1211116261445,1.0,0.0,4.0,0.0,7.0,1.0,2.0,539.3851414238685,,11651.57382140954,36.46777001810862,Y,HeatPump,FuseF,PConc,Stucco,Stucco,Asphalt,Abnorml,3.0,2021.0,152521.23580176695
3269,Langley,Detached,8.0,5.0,1909,1954,401.69753452233647,1527.879451778914,1.0,1.0,4.0,0.0,6.0,0.0,3.0,546.5972922425436,41.014200798137566,7269.4859524811345,179.24885190080246,Y,Electric,FuseP,PConc,Stucco,Stucco,Metal,Partial,5.0,2021.0,229349.42167897252
3270,NewWest,BasementSuite,7.0,4.0,1965,2002,543.8186005335299,1001.3748251011032,3.0,1.0,2.0,1.0,6.0,1.0,3.0,588.9789622695728,,12004.145008933892,6.538539515478519,Y,HeatPump,FuseA,BrkTil,Vinyl,Vinyl,TorchOn,Partial,7.0,2019.0,160358.41097423967
3271,Langley,Condo,5.0,2.0,1967,2014,1707.5966662691753,1169.0300607335093,3.0,1.0,4.0,2.0,5.0,2.0,2.0,547.6144889502275,40.72194046015626,11962.360446038652,113.97754420830651,Y,Electric,FuseP,Slab,Stucco,Stucco,TorchOn,Abnorml,1.0,2022.0,65747.26681870472
3272,Coquitlam,Duplex,4.0,5.0,2031,1974,596.7355053058964,1839.2967322478726,1.0,2.0,3.0,0.0,6.0,0.0,2.0,613.2820026298241,,15678.903446771026,27.098647511015557,Y,Radiant,FuseF,Slab,Stucco,Stucco,Cedar,AdjLand,8.0,2023.0,106949.87942162697
3273,Richmond,Duplex,7.0,6.0,1992,-9223372036854775808,678.6699518065766,843.4768403098734,1.0,1.0,2.0,1.0,6.0,0.0,1.0,466.5166089295028,20.0,8357.011500359979,145.07355350360893,N,Electric,FuseF,CBlock,Wood,Wood,Metal,AdjLand,1.0,2019.0,204699.25284845597
3274,Richmond,Detached,6.0,6.0,1961,2006,727.816553689381,1827.6495597163532,2.0,1.0,2.0,1.0,3.0,0.0,1.0,242.36126192340345,53.390930353104366,9284.456683206696,50.347350179474,Y,Radiant,FuseP,PConc,Vinyl,Vinyl,Asphalt,AdjLand,8.0,2020.0,206370.0231095745
3275,NorthVan,Condo,8.0,5.0,1946,2011,1959.490655141717,1167.1571310180939,0.0,0.0,4.0,0.0,7.0,1.0,2.0,420.79190270038055,,6416.360862619786,133.17677172826583,N,Electric,Mix,CBlock,Stucco,Stucco,Asphalt,Abnorml,3.0,2019.0,97058.25362410334
3276,Downtown,Townhouse,5.0,5.0,1959,1992,1028.1417202730993,2817.6605899321394,3.0,1.0,2.0,1.0,6.0,1.0,3.0,399.49421644521,86.26684936702537,5014.664958632169,79.63460404798809,Y,Gas,SBrkr,Stone,Vinyl,Vinyl,Cedar,Abnorml,4.0,2022.0,139178.8861381756
3277,Burnaby,Townhouse,5.0,3.0,1945,1966,1397.9714931364915,2265.6717001541065,1.0,2.0,4.0,1.0,6.0,1.0,2.0,309.89219008464056,114.23027520284899,11015.5947791025,0.0,Y,Radiant,FuseP,PConc,Brick,Brick,Cedar,Abnorml,8.0,2021.0,240989.52682277875
3278,Burnaby,Duplex,7.0,6.0,2035,1992,1111.388394032884,859.7153057302273,2.0,2.0,4.0,0.0,5.0,1.0,3.0,418.4329654112411,,11302.46182718042,0.0,Y,HeatPump,Mix,Stone,Wood,Wood,TorchOn,AdjLand,4.0,2022.0,270722.46634625224
3279,NorthVan,BasementSuite,7.0,5.0,1969,1986,355.4568438399973,1296.9118213027882,4.0,1.0,1.0,0.0,4.0,0.0,,381.7192808038606,97.35601855259623,10468.576555793428,150.21267996020703,Y,Radiant,FuseA,PConc,Brick,Brick,Cedar,Partial,9.0,2022.0,186493.73102168375
3280,NewWest,Detached,6.0,5.0,1994,1993,1586.4238136773383,1946.9942670106436,2.0,1.0,4.0,0.0,3.0,2.0,1.0,443.1449527160462,78.16750588289055,12082.676449564551,165.8523647117231,N,Electric,FuseA,CBlock,Vinyl,Vinyl,Cedar,Abnorml,5.0,2021.0,200909.5896283603
3281,Coquitlam,BasementSuite,7.0,5.0,1985,1965,1190.3838629692254,400.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,361.452936415668,49.31669588401567,10390.50524266987,151.94346703943302,Y,HeatPump,FuseF,Slab,Vinyl,Vinyl,TorchOn,Normal,9.0,2021.0,196911.49525716266
3282,Richmond,Duplex,6.0,5.0,1989,1952,1007.4004573446682,1041.6189209685085,2.0,1.0,2.0,0.0,4.0,0.0,1.0,322.01442591515104,87.24505388039823,8648.918825662466,89.6981996983498,Y,Gas,FuseF,CBlock,Brick,Brick,Metal,AdjLand,4.0,2021.0,148372.4450050363
3283,Richmond,BasementSuite,6.0,6.0,1943,1939,,1259.39926054298,2.0,1.0,5.0,2.0,9.0,1.0,1.0,242.06224405938133,68.9354374297023,10869.41685588222,74.13312480894758,Y,Electric,SBrkr,BrkTil,Brick,Brick,TorchOn,AdjLand,5.0,2020.0,178073.9295315812
3284,Richmond,Duplex,8.0,5.0,2010,1946,928.70787180158,735.1617503906516,4.0,1.0,3.0,1.0,6.0,1.0,1.0,597.8603449783416,103.26289309012762,16053.653747731823,165.97046507302198,N,Electric,FuseA,CBlock,Vinyl,Vinyl,Cedar,AdjLand,4.0,2024.0,214291.4158317179
3285,NewWest,Detached,7.0,2.0,1967,1944,999.4546923351254,,1.0,0.0,2.0,1.0,3.0,1.0,2.0,632.6730299746526,48.43343999984184,4694.966118286331,97.0314350027146,Y,Gas,FuseF,Stone,Wood,Wood,Metal,Partial,7.0,2021.0,213335.4913841019
3286,NewWest,Detached,6.0,5.0,2015,2015,929.2140477916612,1291.6553284099339,3.0,1.0,2.0,2.0,9.0,0.0,2.0,624.6145096571666,26.30742848173749,7991.763714911015,230.47154978300375,Y,Radiant,FuseP,Slab,Vinyl,Vinyl,TorchOn,Normal,8.0,2023.0,56134.550671026984
3287,NewWest,Detached,8.0,4.0,1982,1996,1426.7019498595519,1081.017954442334,2.0,1.0,4.0,1.0,8.0,2.0,1.0,773.9525065844844,62.19179526574753,7598.717977056867,247.14547792727384,N,Electric,FuseF,CBlock,Brick,Brick,TorchOn,Abnorml,,2023.0,229362.21415171854
3288,Downtown,Townhouse,2.0,4.0,2022,1990,1334.8380262082374,2198.7626728818313,2.0,1.0,4.0,1.0,6.0,0.0,1.0,211.9416351410963,43.8576991610811,13360.331594559964,51.91054443118649,Y,Electric,Mix,Stone,Vinyl,Vinyl,TorchOn,Abnorml,1.0,2024.0,205613.97109435694
3289,NorthVan,Townhouse,9.0,7.0,1988,1981,1147.5166016516653,1923.010194102442,3.0,0.0,3.0,1.0,6.0,0.0,3.0,669.0400081809136,55.8426296963104,11062.219400321566,139.54694976564514,Y,Gas,SBrkr,Slab,Vinyl,Vinyl,TorchOn,Partial,9.0,2022.0,188062.93327807004
3290,Coquitlam,Detached,3.0,4.0,1964,1942,681.8813583706321,1916.1214726708856,3.0,1.0,3.0,2.0,2.0,1.0,2.0,539.5631748639111,75.34870657091501,9655.315931518317,331.01231241411597,Y,Gas,SBrkr,CBlock,Vinyl,Vinyl,Asphalt,Partial,4.0,2020.0,221420.9396120303
3291,Surrey,Townhouse,5.0,4.0,2012,1999,920.4182419334489,1515.75324481036,1.0,1.0,3.0,1.0,6.0,1.0,2.0,277.23070585158234,61.892054980121,12023.705942654793,271.6421755749619,Y,Electric,FuseF,Stone,Stucco,Stucco,Metal,AdjLand,3.0,2022.0,194092.3546067343
3292,NewWest,Duplex,6.0,2.0,1974,1995,,1665.9926017449532,2.0,1.0,3.0,1.0,7.0,0.0,2.0,507.7274870346831,35.48926448340509,7680.233233637367,35.19804633100918,Y,HeatPump,FuseF,PConc,Brick,Brick,Metal,AdjLand,10.0,2022.0,219148.0193624486
3293,Surrey,Detached,6.0,7.0,1986,1991,1456.1287376009993,2357.4386467198096,2.0,1.0,4.0,1.0,7.0,1.0,3.0,508.54764628489534,36.90819338875975,8990.740244604225,0.0,Y,Electric,SBrkr,Slab,Brick,Brick,TorchOn,AdjLand,6.0,2020.0,160427.21405509548
3294,NewWest,Duplex,8.0,6.0,1972,1970,498.84542456958866,910.4315150113244,0.0,1.0,2.0,1.0,5.0,,1.0,505.0204790417691,132.29527564812147,6214.0493879805745,197.85272383580195,Y,HeatPump,Mix,Stone,Stucco,Stucco,Asphalt,Abnorml,5.0,2021.0,257167.36776388402
3295,NorthVan,BasementSuite,4.0,5.0,1953,1972,1608.0299158575588,987.1405542575712,2.0,1.0,1.0,1.0,7.0,2.0,2.0,562.2593303631988,60.30588500745055,13345.29630780928,158.36504659823302,Y,Radiant,FuseF,BrkTil,Stucco,Stucco,Cedar,Abnorml,7.0,2022.0,27538.711185640248
3296,Richmond,Duplex,6.0,6.0,1965,2003,1500.678507089718,2050.708455520739,1.0,1.0,4.0,1.0,8.0,0.0,1.0,405.22254617539176,98.26629086694835,12920.537196661553,55.77867031658153,Y,Radiant,Mix,Stone,Vinyl,Vinyl,TorchOn,AdjLand,6.0,2021.0,249164.34832591156
3297,Delta,Townhouse,5.0,2.0,1991,1970,728.514888277741,1769.2082140476741,3.0,1.0,2.0,1.0,4.0,2.0,3.0,603.4228432982803,75.19286749097436,9074.88846157875,67.46845935839434,Y,Electric,SBrkr,CBlock,Stucco,Stucco,TorchOn,Abnorml,5.0,2021.0,192460.1221802624
3298,NorthVan,BasementSuite,6.0,6.0,1999,2016,904.230507726049,1212.61568441179,0.0,1.0,4.0,0.0,6.0,1.0,3.0,500.1307471794456,162.3798423255925,10694.823299068114,45.92656555550793,Y,Electric,Mix,PConc,Brick,Brick,Cedar,Abnorml,5.0,2024.0,200744.17113590485
3299,NewWest,Condo,6.0,4.0,1909,2029,800.6493584480114,1725.5291161663422,2.0,1.0,3.0,1.0,4.0,1.0,2.0,869.107531682537,57.093248426876286,9282.758415786575,166.95496037625293,Y,Gas,SBrkr,Slab,Brick,Brick,Asphalt,Normal,4.0,2022.0,154660.1565915508
3300,Langley,Townhouse,6.0,8.0,1979,2017,1200.581829194447,933.2856278652839,2.0,2.0,3.0,1.0,6.0,0.0,3.0,809.3742383662604,39.563434980031786,4002.250478708518,83.25707941442681,Y,Gas,Mix,BrkTil,Wood,Wood,Cedar,AdjLand,2.0,2021.0,188170.4470104055
3301,Coquitlam,Detached,5.0,6.0,1967,1992,1544.3568793405634,1701.8654256905688,2.0,1.0,2.0,2.0,2.0,0.0,1.0,441.0107247635228,68.63204758105486,12026.72406907866,0.0,Y,Electric,FuseP,CBlock,Vinyl,Vinyl,Metal,AdjLand,6.0,2021.0,170812.22890838198
3302,Langley,Condo,5.0,5.0,1928,1987,,1160.6273522272954,3.0,1.0,3.0,1.0,7.0,1.0,0.0,389.8732474412691,90.37510678135037,7423.788785173074,50.86999072375366,N,Radiant,FuseF,CBlock,Wood,Wood,Metal,Abnorml,8.0,2020.0,155093.89689182985
3303,Coquitlam,Detached,6.0,4.0,1995,1992,898.4743343045781,2264.7501055450625,2.0,1.0,4.0,1.0,4.0,0.0,,318.3020582449584,,10648.455490157647,0.0,Y,Electric,SBrkr,Stone,Brick,Brick,TorchOn,Normal,5.0,2019.0,182700.57715355203
3304,Richmond,Detached,7.0,4.0,2024,2006,1489.1824737105612,1658.8310691986999,2.0,1.0,2.0,0.0,7.0,0.0,4.0,387.23868577102064,46.65468541868977,11242.586639899697,63.082462852478535,Y,Radiant,SBrkr,BrkTil,Wood,Wood,Metal,Abnorml,5.0,2021.0,174219.31050942565
3305,Burnaby,BasementSuite,5.0,6.0,2014,2026,1460.1377120614447,1507.1925775787643,1.0,1.0,3.0,1.0,7.0,0.0,2.0,307.78637951533426,131.53399898773264,6276.538471163789,43.617907683812106,Y,Radiant,FuseP,Stone,Stucco,Stucco,Cedar,AdjLand,9.0,2022.0,212866.15411416322
3306,Downtown,BasementSuite,5.0,4.0,1900,2003,983.9081319361374,1358.0767908839296,2.0,1.0,5.0,0.0,10.0,1.0,0.0,366.35386642740184,44.00799271254492,3364.2801525136883,0.0,Y,Radiant,FuseF,BrkTil,Vinyl,Vinyl,Asphalt,Partial,6.0,2021.0,200590.93050649005
3307,Surrey,Townhouse,7.0,4.0,1979,1947,1046.689532726979,1653.2883527112926,2.0,1.0,4.0,1.0,2.0,1.0,4.0,90.78196883885744,72.04218027580258,9133.013855130062,31.28111661247101,Y,Gas,Mix,PConc,Stucco,Stucco,Cedar,Normal,7.0,2017.0,258312.277148276
3308,Richmond,Condo,6.0,7.0,1950,1966,1589.5999296263703,1927.7304892056966,2.0,2.0,2.0,2.0,6.0,0.0,3.0,616.5303832651045,86.27085253093001,13396.237697685503,106.17670115581029,Y,HeatPump,SBrkr,Slab,Wood,Wood,Asphalt,Partial,11.0,2023.0,165522.10863730902
3309,Burnaby,BasementSuite,7.0,5.0,1956,1986,1420.4266580862245,1362.2870429086342,0.0,1.0,2.0,1.0,5.0,0.0,2.0,51.397444824472586,72.84873901600365,5266.132259243923,208.51688443781964,Y,HeatPump,Mix,PConc,Brick,Brick,Cedar,Normal,,2024.0,215196.22270180102
3310,Delta,Detached,5.0,3.0,1962,2014,1478.6743945782323,2486.021804310686,4.0,1.0,4.0,1.0,6.0,2.0,1.0,292.5549401727788,105.88786449141614,14749.843317614828,0.0,Y,Electric,FuseP,Stone,Brick,Brick,TorchOn,Partial,12.0,2019.0,173563.5580949408
3311,Coquitlam,Duplex,3.0,6.0,1903,2047,1954.8844392175358,1421.9562741501472,1.0,2.0,2.0,1.0,4.0,0.0,2.0,468.838512806046,106.71989744815829,13686.269048022288,3.3472307325033057,Y,HeatPump,SBrkr,BrkTil,Vinyl,Vinyl,Asphalt,Normal,9.0,2020.0,132515.2723657121
3312,NewWest,Condo,5.0,5.0,1908,1991,1241.5434557093301,1775.902008089824,2.0,2.0,3.0,0.0,2.0,2.0,1.0,,71.22109647898536,11231.77086527469,164.6745981827303,Y,Gas,SBrkr,CBlock,Vinyl,Vinyl,Asphalt,Abnorml,6.0,2022.0,82556.57389238289
3313,Delta,Townhouse,5.0,2.0,1972,2006,1163.9826523187762,1672.3008654691685,1.0,1.0,2.0,1.0,10.0,0.0,3.0,787.9317521731981,,9670.329396099454,0.0,Y,Gas,SBrkr,Slab,Vinyl,Vinyl,Metal,Normal,7.0,2021.0,188037.53211344464
3314,Burnaby,Detached,6.0,4.0,1977,1951,1525.278111463981,400.0,1.0,1.0,3.0,1.0,6.0,2.0,2.0,731.0824644840061,20.0,7768.083784456629,364.2004590843617,Y,Radiant,Mix,PConc,Stucco,Stucco,Cedar,Normal,6.0,2020.0,188327.098414859
3315,Downtown,BasementSuite,5.0,3.0,1964,1972,1745.737319013452,2016.6513052302544,1.0,0.0,4.0,0.0,4.0,0.0,3.0,705.1310294714797,80.96578437027605,12034.479090528712,0.0,Y,Electric,Mix,Slab,Vinyl,Vinyl,Asphalt,Partial,3.0,2021.0,161205.75994352164
3316,Delta,Condo,7.0,5.0,1932,1998,836.0121243194485,2686.288392963944,4.0,2.0,3.0,1.0,5.0,2.0,2.0,666.8830732196222,74.98079470485555,9539.729964452516,74.14601266605072,Y,HeatPump,SBrkr,Slab,Stucco,Stucco,Cedar,Normal,5.0,2021.0,152412.96400628317
3317,Downtown,BasementSuite,6.0,4.0,1957,1938,979.3495175846804,1703.6314087934788,0.0,1.0,3.0,0.0,5.0,2.0,0.0,392.65355990161333,99.29506844683335,9645.533158936489,158.06931585617644,N,Gas,FuseP,CBlock,Brick,Brick,Metal,AdjLand,8.0,2021.0,89856.6399827947
3318,Richmond,Detached,6.0,5.0,2013,1996,693.5002828085189,1693.9637524665884,1.0,1.0,3.0,0.0,8.0,1.0,1.0,864.3222577159693,119.60137053492906,8694.779751402624,93.06222987309103,Y,Radiant,SBrkr,Stone,Wood,Wood,TorchOn,AdjLand,3.0,2020.0,201206.97827184113
3319,Burnaby,Townhouse,6.0,6.0,1959,1980,1169.9624910439086,1631.9018388086863,2.0,2.0,3.0,0.0,6.0,1.0,1.0,530.8707380456501,52.52904708546052,9369.415693933699,186.20099632220052,Y,HeatPump,FuseA,Slab,Wood,Wood,Asphalt,Abnorml,6.0,2024.0,174889.92479234393
3320,Langley,Townhouse,6.0,9.0,1954,1991,1361.2405113384254,994.7786910659254,1.0,1.0,2.0,1.0,6.0,2.0,0.0,164.5896788631665,46.72749217433346,11302.659621799721,100.30634675015858,N,Electric,SBrkr,CBlock,Stucco,Stucco,Cedar,Abnorml,4.0,2021.0,187325.58528181916
3321,Langley,Townhouse,6.0,8.0,2007,1972,717.8929503779004,1522.0612997862202,1.0,1.0,3.0,1.0,6.0,1.0,1.0,108.63119246925908,97.63476227792133,11277.630361635669,0.0,Y,Gas,FuseF,CBlock,Wood,Wood,Asphalt,Abnorml,7.0,2021.0,191723.93585181568
3322,Surrey,Townhouse,7.0,5.0,1963,2003,1446.8284320775847,1607.1205225466035,2.0,1.0,1.0,2.0,6.0,0.0,3.0,509.5610264095266,46.37158238995923,6428.190450116574,167.10759412048645,Y,Gas,FuseA,Stone,Stucco,Stucco,Cedar,Partial,3.0,2020.0,244155.9499583904
3323,Coquitlam,Townhouse,5.0,5.0,1990,2016,891.3355806002066,1901.3501882500998,1.0,0.0,2.0,1.0,9.0,0.0,3.0,436.1707059453276,45.35715032511424,16028.399505166393,0.0,Y,Gas,FuseA,Stone,Stucco,Stucco,Asphalt,AdjLand,6.0,,193024.39103584038
3324,Delta,Detached,8.0,4.0,1983,2008,,1708.9818482414753,3.0,1.0,4.0,0.0,6.0,1.0,2.0,35.12927197847307,,10951.89455649216,0.0,Y,Gas,SBrkr,BrkTil,Brick,Brick,TorchOn,AdjLand,1.0,2023.0,107618.37388295295
3325,Surrey,Duplex,6.0,3.0,1943,2007,1445.478388628319,1772.6083508609588,4.0,1.0,4.0,1.0,8.0,1.0,3.0,682.8452812711848,100.35836839010321,8920.134362785207,77.37716864714497,Y,Radiant,FuseP,Slab,Stucco,Stucco,Asphalt,Partial,2.0,2020.0,152785.03744631287
3326,NorthVan,Townhouse,4.0,2.0,1940,2004,831.2008046170941,1304.25144476071,3.0,0.0,3.0,1.0,7.0,1.0,1.0,644.6331188246222,104.62615877529186,5309.947189057832,68.00677811910258,Y,Electric,FuseP,PConc,Brick,Brick,Metal,Normal,6.0,2022.0,185869.00289812312
3327,Richmond,BasementSuite,6.0,4.0,1929,1989,558.7755329719118,2072.189053752286,0.0,1.0,4.0,1.0,,1.0,1.0,600.3789839530327,94.76034972418209,5860.303646435508,186.45696924259863,Y,HeatPump,FuseA,PConc,Brick,Brick,Cedar,AdjLand,5.0,2019.0,206065.85674205053
